act,prompt,for_devs
鹏鼎控股深圳园区,鹏鼎控股的制造基地分布于深圳、秦皇岛、淮安，服务半径覆盖中国大陆、中国香港、中国台湾、日本、韩国、美国及越南等地，可以为全球客户提供高速、高质、低成本及高附加值的PCB设计、开发、制造及销售服务，满足客户的需求,TRUE
振业集团,"深圳市振业（集团）股份有限公司是深圳市国资委直管的国有控股上市公司，成立于1989年5月，1992年在深圳证券交易所公开上市，股票代码000006，主营业务为房地产开发经营，是深圳市22家具备房地产开发一级资质的房地产企业之一。集团按照“立足深圳，布局全国”的发展思路，已形成了以深圳为中心，以广州、天津、西安、长沙、南宁、惠州等城市为重点，并向周边辐射的全国性战略布局。全资和控股下属企业18家。历年来开发项目三十多个，累计建筑面积近千万平方米。同时，集团保持持续、高比例分红，近三年累计现金分红金额占公司年均净利润的91.59%。集团长期以来保持良好的盈利状况，2014-2018年，集团净资产收益率分别为12.17%、9.77%、16.56%、15.24%、14.86%，均处于行业中上水平。2018年，集团总资产人民币135.37亿元，净资产人民币63.86亿元，资产负债率52.82%。集团员工队伍精简、人员干练，84%为本科及以上学历，76%为工程、成本、营销等专业型人才，56%具有中高级职称。人均创收人民币1261万元，人均创利人民币284万元，人力资本投资回报率735%，均位于国内同行业前列。"
特发集团,"“因特区而生，因发展而强”，深圳市特发集团有限公司（以下简称特发集团）成立于1981年8月1日，是我国改革开放、设立经济特区的历史产物，是深圳市最早的国有大型综合性企业集团。1980年8月，《中华人民共和国广东省经济特区条例》第二十五条规定设立广东省经济特区发展公司。1981年8月1日，广东省委召开书记办公会议，决定成立深圳经济特区发展公司（特发集团的前身），行使广东省经济特区发展公司在深圳的企业职能。截至2018年底，公司注册资本金35.83亿元，资产总额194.3亿元，净资产109.88亿元；2018年集团实现营业收入86.11亿元，利润总额12.18亿元。"
远致公司,"深圳市远致投资有限公司（以下简称“远致公司”）2007年6月由深圳市国资委主导发起成立，成为全国地方国资系统首家专业化国有资本运作平台。作为国资监管从管资产向管资本转变的试验田，远致公司秉承深圳改革创新之精神，不断探索创新，正朝着打造成为“市场化、专业化、综合性”国有资本运营公司而努力奋斗。截至2018年12月底，公司总资产367亿元，净资产199亿元。"
联交所,"深圳联合产权交易所（以下简称联交所）是2009年深圳市政府整合交易所资源，由成立于1993年的深圳市产权交易中心和成立于2000年的深圳国际高新技术产权交易所组建，是集企业产（股）权、知识产权、债权、公共资源等各类非标资产（权益）交易服务为一体的专业化市场平台，定位为深圳统一的综合性产权交易平台。截至2018年底，联交所总资产30.6亿元，净资产7.40亿元。联交所本部设置8个业务部门、7个业务支撑部门，下属控股公司拍卖公司、电子商务公司2家、战略参股深圳排放权交易所、深圳前海股权交易中心、前海股交投资控股有限公司、金马甲等4家机构。现有员工160人，党员人数56人，其中党员人数占比超过30%。"
鲲鹏资本,深圳市鲲鹏股权投资管理有限公司是深圳市委、市政府为深化国资国企改革创新发展、推动国有企业做强做优做大和助力全市产业转型升级而设立的战略性基金管理平台，于2016年6月注册成立，注册资本３亿元。
东部公共,"深圳市东部公共交通有限公司（以下简称“东部公交”）是经深圳市人民政府授权，于2007年9月正式挂牌成立的公交特许经营企业，系深圳市国资委直管企业。截止2018年12月，公司总资产23.3亿元；公司辖属7个分公司，共有在岗职工1.6万余人；共开行线路1120条（常规线路275条，e巴士品质公交线路845条）；营运车辆数5805台；年客运量达4.7亿人次，年行驶里程3.77亿公里。"
投资控股,深投控成立于2004年，是一家以科技金融、科技园区、科技产业为主业的国有资本投资公司和科技金控集团。深投控因改革而生、应改革而兴，是市国资委履行出资人职责的辅助平台和深化国资国企改革的重要抓手，先后经历了国企改制退出、事业单位划转整合、转型创新发展三个阶段，在完善城市功能、产业培育、改革创新等方面发挥了排头兵作用，较好地完成了市委市政府交办的各项改革发展任务。公司注册资本276.49亿元，现有全资、控股企业69家，主要参股企业36家。截至2019年底，公司资产总额6995亿元，2019年实现营业收入1993亿元、利润总额252亿元。
深业集团,"深业集团有限公司（简称“深业集团”）是深圳市人民政府全资拥有，深圳市国资委直管的大型综合性企业集团。集团前身深业（集团）有限公司于1983年9月在香港注册成立，作为深圳市政府派驻香港的代表机构和对外活动的经济实体。2002年底，集团获市国资委批准成为授权经营公司，2004年改为市国资委直管企业之一。目前，深业集团以房地产开发、运营服务、基础设施建设、新兴产业投资为主业，同时涉足现代农业、高科技制造等领域。截至2019年底，集团资产总额1391亿元，净资产502亿元，土地储备近千万平方米/，其中一二线城市占比近七成。/，还拥有正在运营的收费公路3条，里程数达到188公里，员工人数共20556人。"
地铁集团,"深圳市地铁集团有限公司1998年6月23日经深圳市人民政府（“深府办[1998]73号”文件）批准成立。1998年7月31日领取企业法人营业执照，公司注册名称为“深圳市地铁有限公司”，注册资本为人民币10亿元。2009年4月，公司更名为“深圳市地铁集团有限公司”，是深圳市国资委直管的国有独资大型企业。经营范围：地铁、轻轨交通项目的建设经营、开发和综合利用；投资兴办实业（具体项目另行申报）；国内商业，物资供销业（不含专营、专控、专卖商品）；经营广告业务；自有物业管理；轨道交通相关业务咨询及教育培训。经营期限自1998-07-31起至2067-07-31止。深圳地铁确立了轨道建设、轨道运营、物业开发、资产经营“四位一体”的产业体系，构建了地铁、城际、国铁“三铁合一”的发展模式，业务涵盖地铁工程建设、轨道运营、物业开发、商业经营、物业管理、工程勘察设计等领域。截至2019年12月31日，集团注册资本金440.7亿元，总资产4228亿元，净资产2738亿元，员工约2.1万人。2018年全年经营收入210亿元，净利润117亿元。集团秉承“经营地铁、服务城市”的发展理念，对标世界一流，积极投身大湾区城市群建设，加快构建更加紧密完善的轨道交通网络，构建活力四射的“轨道+”生态圈，致力于打造国际一流的轨道交通企业。"
机场集团,深圳市机场（集团）有限公司于1989年4月22日经深圳市人民政府（深府办〔1989〕336号文）批准成立。1989年5月11日领取企业法人营业执照，注册名称为深圳机场公司。1994年5月10日经深圳市投资管理公司批准更名为深圳机场（集团）公司。2004年4月20日经深圳市国有资产监督管理委员会批准，更名为深圳市机场（集团）有限公司（以下简称“公司”或“机场集团”），是由深圳市政府授权经营的国有独资有限责任公司。公司注册资本和实收资本为人民币120亿元。截至2019年底，机场集团总资产521亿元，净资产410亿元；所属全资及参控股公司总计12家，其中并表户数7家；用工总数9774人。
盐田港集团,深圳市盐田港集团有限公司（以下简称：集团）成立于1985年2月26日，是由深圳市政府授权经营的国有独资有限责任公司，深圳市国资委持有公司100%股权。集团依托优良的自然、区位条件及政策优势，实施高度市场化的港口发展模式，已建立起以港口码头为主营业务，横跨临港物流、临港地产、拖轮服务、临港公路、油品零售及信息资讯等临港产业的全方位综合型港口产业链集成服务平台。集团注册资本45.3亿元，管理各级企业30家，集团系统员工2402人，其中本部职工165人。截至2019年底，集团总资产320亿元，净资产250亿元，集团经营效益优良，利润总额连续15年超过10亿元。盐田港区连续9年突破1000万标箱，规模和效益稳居世界单一港区前列，被评为“亚洲最佳码头”。
能源集团,"深圳能源集团股份有限公司前身系深圳市能源集团有限公司，成立于1991年6月，1993年9月在深圳证券交易所上市，简称：深圳能源，股票代码：000027,是全国电力行业第一家在深圳上市的大型股份制企业，也是深圳市第一家上市的公用事业股份公司。2007年12月实现整体上市，开创了国内电力公司整体上市的先河。深圳能源现有总股本3,964,491,597股，其中：深圳市人民政府国有资产监督管理委员会占股47.82％，华能国际电力股份有限公司占股25.02％，其他股东占股27.16％。截至2019年底，深圳能源总资产961亿元，净资产336亿元。可控装机容量1066万千瓦，垃圾日处理量11300吨，城市燃气年供应量近4亿立方米，产业布局拓展至国内22个省市及非洲加纳等海外地区。能源电力方面，坚持清洁低碳发展，天然气、风、光、水等清洁能源装机占比超过54%，处于国内领先水平，火电机组在全国率先全部实现烟气超低排放。能源环保方面，主编参编60%的城市固废处理国家标准，项目单体规模全球领先，处理水平超过欧盟，创造了行业最优的“深圳标准”，为深圳建设“无废城市”，实现绿色可持续发展贡献了“深能智慧”和“深能力量”。能源燃气方面，经营广东惠州、潮州、河北赵县等城市燃气供应，同时积极向产业上下游拓展，参股深圳两个400万吨LNG液化天然气接收站，成功开展LNG自主国际采购，建设运营天然气中高压管网，大力推进天然气电厂和分布式能源项目。深圳能源还积极响应国家“一带一路”倡议，以非洲加纳燃机电厂为起点，较早实现“走出去”。2017年1月中标巴布亚新几内亚拉姆二期180MW水电项目，开创国际化业务布局的新局面。"
水务集团,"深圳市水务（集团）有限公司（以下简称深圳水务集团）是深圳市国资委、通用首创投资有限公司和法国威立雅水务共同持股经营的中外合资企业，主要经营供排水业务、水务投资业务、水务产业链业务、污泥及废水处理业务和河流生态修复业务。截至2019年12月底，深圳水务集团总资产257.6亿元，净资产109.36亿元，员工11325人，下辖水厂86座、水质净化厂37座，供水能力930.35万吨/日，污水处理能力353.80万吨/日，承担着深圳市99.86%的供水业务和47.14%的污水处理业务，在全国7省22个县市拥有39个环境水务项目，为超3000万人提供优质高效的供排水服务。"
燃气集团,"深圳燃气是一家以城市燃气经营为主体、以燃气投资和“2G业务”（即液化天然气、液化石油气）为两翼的大型国有控股上市公司。股权结构：目前公司股权结构为市国资委占50.05%，香港中华煤气占26.48%，新希望占6.69%，社会流通股占16.76%。截至2019年底，公司总资产232.16亿元，净资产115.66亿元，营业收入140.25亿元，利润总额13.24亿元，已成长为中国A股销售规模最大的城市燃气企业之一。2018年天然气销售量27.67亿立方米，其中管道天然气销售量25.94亿立方米（深圳地区18.11亿立方米，异地公司7.83亿立方米）；液化石油气销售量72.19万吨，销售收入占公司营业收入24.3%。"
巴士集团,"深圳巴士集团股份有限公司（以下简称巴士集团）是深圳市政府授权的公共汽车特许经营国有控股企业。巴士集团创建于1975年，其前身为“宝安县深圳镇公共汽车公司”，为深圳最早的公共汽车公司。1982年注册成立深圳市公共汽车公司，1995年变更注册为深圳市公共交通（集团）有限公司，企业向多元化经营、专业化管理迈进。2004年引入香港九龙巴士控股有限公司等国内外战略投资者，成功改制为现今的中外合资的股份制公司，深圳市国资委持股55%。巴士集团是全国最早完成混合所有制改造的公交企业、全牌照一体化的公交产业集团、全球最大的纯电动公交企业、国际UITP巴士委员会的唯一中国委员单位，即将出任UITP出租车和网约车委员会主席。巴士集团工商注册资金为95143.0306万元，纳税人识别号为9144030019218056XM，经营期限自1982年3月23日至无固定期限，业务类型囊括城市公交、定制巴士、巡游出租、网约出租、城际客运、旅游包车、微循环包车、校园巴士、汽车租赁、深港跨境客货运输、公交广告、公交场站建设等，业务区域包括深圳、香港、广州、惠州、沈阳、哈尔滨等地区和城市。截至2019年底，集团共有分支机构6家，全资企业7家，控股参股7家，合作企业2家，总资产79.7亿元，净资产11.4亿元，员工28272人，在营运车辆12813辆，营运线路346条，已建大巴充电桩1704个，出租车充电桩872个，在用场站共计130个,自有场站21个18.3万平方米。"
深粮控股,"深圳市深粮控股有限公司（以下简称：深粮控股）是深圳市市属国有大型粮食企业，是深圳市的“米袋子”，受政府委托，承担深圳市和东莞市地方粮食储备，同时负责驻港、部分驻深部队和武警部队的军粮供应任务，是我国华南地区粮油产品供应的主渠道。深粮控股前身是宝安县财粮科，深圳特区成立后升格为深圳市粮食局。1982年职能转变更名为深圳市粮油公司，1984年率先在全国探索粮食流通体制改革，1993年更名为深圳市粮食总公司，1998年更名为深圳市粮食集团有限公司，2018年与深圳市深宝实业股份有限公司（以下简称：深宝股份）完成重大资产重组，正式登陆资本市场，成为“地方大中型粮食企业整体上市第一股”，并入选国务院国企改革“双百行动”。截至2019年底，公司注册资本金11.53亿元，总资产67.75亿元、净资产46.23亿元，员工人数1233人，财务状况和资债结构不断向好。连续多年在国务院国资委省级监管928家企业财务绩效评价中获评优秀，在资产总额10-100亿规模的优秀企业中排名第四；连续举办12次的“粮库开放日”荣获第十三届深圳关爱行动“百佳市民满意项目”、“深圳市十佳企业文化案例”。2018年，在“深圳500强企业”中，深粮控股排名第88位。"
农产品集团,"深圳市农产品集团股份有限公司（股票代码：000061）成立于1989年，是一家以投资、开发、建设、经营和管理农产品批发市场为核心业务、总资产达1,899,969万元、拥有员工4823人的大型现代化农产品流通企业集团，旗下全资、控股企业42家，分公司2家，主要参股企业22家。截至2019年底，公司资产总额196亿元，净资产68.7亿元。"
特区建发,深圳市特区建设发展集团有限公司（简称“特区建发集团”）是深圳市委市政府为加快投资体制改革，推进特区一体化进程，于2011年成立的大型市属国有综合性投融资公司，公司主业范围为基础设施投资建设运营、产业园区为主的地产项目开发与运营、与运营园区相关的产业投资。截至2019年12月末，公司注册资本金327.59亿元，总资产777.3亿元、净资产396.1亿元，公司在册人员2751人（其中特区建发集团总部105人）。公司成立以来，有效发挥了市级投融资、重大基础设施投资建设、城市产业升级空间拓展、深圳对口帮扶等平台作用。
创新投,"深圳市创新投资集团有限公司（简称“深创投”）1999年由深圳市政府出资并引导社会资本出资设立，公司以发现并成就伟大企业为使命，致力于做创新价值的发掘者和培育者，已发展成为以创业投资为核心的综合性投资集团，现注册资本54.2亿元，管理各类资金总规模约3389.89亿元，员工约440人。截至2019年底，深创投投资企业数量、投资企业上市数量均居国内创投行业第一位：已投资项目994个，累计投资金额约439亿元，其中145家投资企业分别在全球16个资本市场上市，251个项目已退出（含IPO）。专业的投资和深度的服务，助推了潍柴动力、酷狗音乐（腾讯音乐）、欧菲光、迈瑞医疗、信维通信、中新赛克、宁德时代、网宿科技、环球易购（跨境通）、多氟多、御家汇、柔宇科技、康方生物等众多明星企业成长，也成就了深创投优异的业绩。"
深圳国际,"深圳国际控股有限公司（以下简称“深国际”）是一家于百慕达注册成立、在香港联合交易所主板上市，并由深圳市人民政府国有资产监督管理委员会控股的红筹公司（股份代号：00152.HK）。截至2018年12月31日，深圳国际已发行股本为2,119,872,855股，每股面值港币1元。市国资委通过全资附属子公司—深圳市投资控股有限公司持有44.909%股权。截止2019年底，公司总资产818.57亿元，净资产423.94亿元，股东净资产272.25亿元，2019年实现营业收入约149.72亿元，实现利润总额约81.42亿元，员工6958人。"
安全研究院,深圳市城市公共安全技术研究院（以下简称“安全研究院”）是深圳市人民政府全资设立，深圳市国资委直管企业之一.安全研究院于2016年1月注册成立，3月1日，时任市委书记马兴瑞、市长许勤为公司揭牌。安全研究院的设立，是深圳市委、市政府探索城市公共安全保障机制，利用市场化、专业化服务为城市公共安全提供服务与保障的一项重大举措和创新。
人才安居,"深圳市人才安居集团有限公司于2016年6月30日注册成立，根据市委、市政府的战略部署，公司注册资本人民币1000亿元，是深圳市国资委履行出资人职责的国有独资有限责任公司，为市国资系统直管企业。截至2019年底，人才安居集团总资产1351亿元，员工人数569人。"
免税集团,"深圳市国有免税商品（集团）有限公司（以下简称“深圳免税集团”）是由深圳市政府和国家海关总署批准，经营免税商品的国有独资企业，属深圳市国资委直管企业。截至2019年底，集团总资产52亿元，净资产44亿元；下属各级子公司共计21家，其中纳入合并报表范围的公司为16家；职工共2452人，其中公司总部及免税业务板块员工880人。"
天健集团,"深圳市天健（集团）股份有限公司（SHENZHEN/TAGEN/GROUP/CO.，LTD）原名深圳市天健实业股份有限公司，其前身为1976年整编为基建工程兵302团，1983年9月集体转业改编为深圳市市政工程公司。截至2019年底，集团总资产403亿元，净资产97亿元。2019年实现营业收入超百亿元；属下全资及控股公司65家，并表户企业58家；职工人数5978人，其中天健集团本部职工人数104人。"
振业集团,"深圳市振业（集团）股份有限公司是深圳市国资委直管的国有控股上市公司，成立于1989年5月，1992年在深圳证券交易所公开上市，股票代码000006，主营业务为房地产开发经营，是深圳市22家具备房地产开发一级资质的房地产企业之一。集团按照“立足深圳，布局全国”的发展思路，已形成了以深圳为中心，以广州、天津、西安、长沙、南宁、惠州等城市为重点，并向周边辐射的全国性战略布局。全资和控股下属企业18家。历年来开发项目三十多个，累计建筑面积近千万平方米。同时，集团保持持续、高比例分红，近三年累计现金分红金额占公司年均净利润的91.59%。集团长期以来保持良好的盈利状况，2014-2018年，集团净资产收益率分别为12.17%、9.77%、16.56%、15.24%、14.86%，均处于行业中上水平。2019年，集团总资产人民币157.45亿元，净资产人民币71.7亿元，资产负债率54.46%。集团员工队伍精简、人员干练，84%为本科及以上学历，76%为工程、成本、营销等专业型人才，56%具有中高级职称。人均创收人民币1261万元，人均创利人民币284万元，人力资本投资回报率735%，均位于国内同行业前列。"
特发集团,"“因特区而生，因发展而强”，深圳市特发集团有限公司（以下简称特发集团）成立于1981年8月1日，是我国改革开放、设立经济特区的历史产物，是深圳市最早的国有大型综合性企业集团。1980年8月，《中华人民共和国广东省经济特区条例》第二十五条规定设立广东省经济特区发展公司。1981年8月1日，广东省委召开书记办公会议，决定成立深圳经济特区发展公司（特发集团的前身），行使广东省经济特区发展公司在深圳的企业职能。截至2019年底，公司注册资本金35.83亿元，资产总额261.89亿元，净资产141.69亿元；2019年集团实现营业收入85.2亿元，利润总额11.29亿元。"
远致公司,"深圳市远致投资有限公司（以下简称“远致公司”）2007年6月由深圳市国资委主导发起成立，成为全国地方国资系统首家专业化国有资本运作平台。作为国资监管从管资产向管资本转变的试验田，远致公司秉承深圳改革创新之精神，不断探索创新，正朝着打造成为“市场化、专业化、综合性”国有资本运营公司而努力奋斗。截至2019年12月底，公司总资产517亿元，净资产299亿元。"
联交所,"深圳联合产权交易所（以下简称联交所）是2009年深圳市政府整合交易所资源，由成立于1993年的深圳市产权交易中心和成立于2000年的深圳国际高新技术产权交易所组建，是集企业产（股）权、知识产权、债权、公共资源等各类非标资产（权益）交易服务为一体的专业化市场平台，定位为深圳统一的综合性产权交易平台。截至2019年底，总资产21.2亿元，净资产15.33亿元。联交所本部设置8个业务部门、7个业务支撑部门，下属控股公司拍卖公司、电子商务公司2家、战略参股深圳排放权交易所、深圳前海股权交易中心、前海股交投资控股有限公司、金马甲等4家机构。现有员工160人，党员人数56人，其中党员人数占比超过30%。"
鲲鹏资本,深圳市鲲鹏股权投资管理有限公司是深圳市委、市政府为深化国资国企改革创新发展、推动国有企业做强做优做大和助力全市产业转型升级而设立的战略性基金管理平台，于2016年6月注册成立，注册资本３亿元。
东部公共,"深圳市东部公共交通有限公司（以下简称“东部公交”）是经深圳市人民政府授权，于2007年9月正式挂牌成立的公交特许经营企业，系深圳市国资委直管企业。截止2019年12月，公司总资产26.9亿元；公司辖属7个分公司，共有在岗职工1.6万余人；共开行线路1120条（常规线路275条，e巴士品质公交线路845条）；营运车辆数5805台；年客运量达4.7亿人次，年行驶里程3.77亿公里。"
深业集团,深业集团有限公司（简称“深业集团”）是深圳市人民政府全资拥有，深圳市国资委直管的大型综合性企业集团。集团前身深业（集团）有限公司于1983年9月在香港注册成立，作为深圳市政府派驻香港的代表机构和对外活动的经济实体。2002年底，集团获市国资委批准成为授权经营公司，2004年改为市国资委直管企业之一。
地铁集团,深圳市地铁集团有限公司是1998年6月23日经深圳市人民政府（“深府办[1998]73号”文件）批准成立的市属直管国有独资大型企业。1998年7月31日领取企业法人营业执照，公司注册名称为“深圳市地铁有限公司”，注册资本为人民币/10亿元。2009/年/4/月，公司更名为“深圳市地铁集团有限公司”。地铁集团经营范围为轨道交通项目的建设、运营、开发和综合利用，投资兴办实业、国内商业、物资供销业、经营广告业务以及自有物业管理、轨道交通相关业务设计、咨询及教育培训等，现已形成集轨道交通“投融资、建设、运营、资源经营与物业开发”四位一体的产业链。
机场集团,深圳市机场（集团）有限公司于1989年4月22日经深圳市人民政府（深府办〔1989〕336号文）批准成立。1989年5月11日领取企业法人营业执照，注册名称为深圳机场公司。1994年5月10日经深圳市投资管理公司批准更名为深圳机场（集团）公司。2004年4月20日经深圳市国有资产监督管理委员会批准，更名为深圳市机场（集团）有限公司，是由深圳市政府授权经营的国有独资有限责任公司。公司注册资本和实收资本为人民币40亿元。截至2018年3月31日，机场集团总资产468.05亿元，净资产333.70亿元；所属全资及参控股公司总计13家，其中并表户数8家；用工总数9180人（其中在编员工6762人、劳派人员1399人、实习生1019人）。
盐田港,深圳市盐田港集团有限公司（以下简称：集团）成立于1985年2月26日，1994年11月15日由“深圳东鹏实业有限公司”改名为“深圳市盐田港集团有限公司/”，是由深圳市政府授权经营的国有独资有限责任公司，深圳市国资委持有公司100%股权。集团依托优良的自然、区位条件，利用深圳经济特区的政策优势，实施高度市场化的港口发展模式，经过开山填海、合资建港、快速发展等阶段，已成长为一家以港口建设投资与经营、综合物流和港口综合配套服务为主业的大型港口产业集团。集团注册资本45.3亿元，管理各级企业28家，系统员工2097人。截至2017年12月31日，集团总资产274亿元，国有净资产194亿元。集团经营效益优良，利润总额连续13年超过10亿元。集团开发建设的盐田港被评为“亚洲最佳码头”，单一港区规模和效益位居世界前列，是华南地区国际航线最密集的港区。
能源集团,"深圳能源集团股份有限公司前身系深圳市能源集团有限公司（成立于1991年6月，简称：深能集团）。深圳能源集团作为发起人募集设立深圳能源投资股份有限公司，公司股票于1993年9月在深圳证券交易所上市，简称：深圳能源，股票代码：000027。/2007年12月20日，深圳能源投资股份有限公司通过非公开发行股票收购深圳市能源集团有限公司的股权和资产，实现了深圳市能源集团有限公司的整体上市，开创了国内电力公司整体上市的先河，2008年4月7日，深圳能源投资股份有限公司更名为深圳能源集团股份有限公司。深圳能源现有总股本3,964,491,597股，其中市国资委占47.82％，华能国际占25.02%，其他股东占27.16％。"
水务集团,深圳市水务（集团）有限公司（以下简称深圳水务集团）由深圳市国资委控股，是集设计、建设、运营、投资为一体的全产业链水务企业，以创新务实的精神开拓质量发展之路，致力于建设人水和谐的美丽中国。
燃气集团,深圳市燃气集团股份有限公司创立于1982年，前身是深圳市煤气公司和深圳市液化气管理公司，1995年两家公司合并组建市燃气集团。2004年9月7日，受深圳市政府委托，深圳市建设局与公司签署了《深圳市管道燃气特许经营协议》，公司获深圳市30年（2003年-2033年）管道燃气特许经营权，是国内大中城市签订的第一个管道燃气特许经营协议。公司于2004年引入香港中华煤气和新希望集团等战略投资者，实现了混合所有制合资经营，2009年在上海证券交易所上市（公司股票代码：601139）。深圳燃气自上市以来，不断创新融资模式，运用多种融资工具，保持又好又快发展的强劲势头，已成长为中国A股销售规模最大的城市燃气企业。
